ID	type	lng                 	lat                 	pack_total_weight	pack_total_volume	first_receive_tm	last_receive_tm
50	2	116.214509 	40.122890 	0.01697	0.026	11:00	12:00
51	2	116.175620 	40.137607 	0.05025	0.262	11:00	13:00
52	2	116.286521 	40.040149 	0.04702	0.3459	09:30	10:30
53	2	116.547921 	40.099246 	0.56436	0.878	13:00	14:00
54	2	116.426204 	39.768165 	0.05526	0.0875	10:00	11:00
55	2	116.198660 	39.916869 	0.09815	0.2089	13:00	15:30
56	2	116.401042 	40.128210 	0.013164	0.3085	11:30	13:00
57	2	116.526786 	39.772772 	0.0878	0.9089	09:30	11:00
58	2	116.509573 	39.903943 	0.03786	0.3001	09:00	12:00
59	2	116.619958 	40.018250 	0.0348	0.2074	10:00	11:00
60	2	116.288546 	39.947152 	0.0252	0.0265	10:00	12:00
61	2	116.358599 	40.049618 	0.0288	0.1882	09:30	10:30
62	2	116.185684 	40.041983 	0.0181	0.103	09:30	12:00
63	2	116.567180 	39.922132 	0.021	0.1357	11:00	13:30
64	2	116.454199 	39.823758 	0.0108	0.0612	11:30	13:00
65	2	116.315443 	40.149423 	0.0134	0.1608	13:00	15:00
66	2	116.697490 	39.969033 	0.0164	0.1584	13:30	14:30
67	2	116.129775 	40.030684 	0.04008	0.1237	09:30	10:30
68	2	116.135035 	39.829379 	0.20093	0.295	13:30	15:30
69	2	116.157269 	39.813850 	0.22901	0.3757	13:00	14:00
70	2	116.108275 	39.961533 	0.03329	0.0594	09:30	10:30
71	2	116.693690 	39.977631 	0.02872	0.0458	11:30	13:00
72	2	116.318280 	40.011351 	0.02904	0.0432	11:00	12:00
73	2	116.551723 	40.137788 	0.0526	0.06	11:00	12:00
74	2	116.519285 	39.975288 	0.3765	0.253	13:30	15:30
75	2	116.278044 	40.020899 	0.01908	0.0726	13:30	15:00
76	2	116.283233 	39.997765 	0.02112	0.04	13:30	15:00
77	2	116.239449 	40.166236 	0.0336	0.062	13:00	15:00
78	2	116.705558 	39.982080 	0.010625	0.0402	11:00	12:00
79	2	116.325359 	39.714637 	0.06506	0.0767	11:00	13:00
80	2	116.297954 	39.749617 	0.03432	0.0902	13:00	14:30
81	2	116.442283 	39.955037 	0.15	0.2468	10:00	12:00
82	2	116.344187 	39.928046 	0.05758	0.0716	13:00	14:00
83	2	116.396750 	40.032799 	0.01536	0.0445	13:00	15:30
84	2	116.343961 	39.731958 	0.0786	0.6139	11:00	13:00
85	2	116.422325 	39.937723 	0.024	0.05	11:30	13:00
86	2	116.501390 	39.940665 	0.492	0.903	13:30	15:30
87	2	116.181860 	39.877509 	0.152	0.315	13:30	15:30
88	2	116.702389 	39.985130 	0.3596	3.5161	09:00	12:00
89	2	116.276227 	39.954630 	0.15171	0.2329	13:30	14:00
90	2	116.327119 	39.983674 	0.0204	0.0621	13:30	15:30
91	2	116.636276 	40.029454 	0.03772	0.3039	13:00	14:30
92	2	116.486264 	39.755984 	0.04418	0.3643	11:30	13:00
93	2	116.443102 	39.902115 	0.09197	0.6076	11:30	13:30
94	2	116.452477 	39.766004 	0.08526	0.3598	13:30	14:00
95	2	116.368884 	39.750008 	0.073	0.2659	13:30	14:30
96	2	116.267044 	40.005218 	0.0238	0.1072	13:30	14:30
97	2	116.393720 	39.932944 	0.427	0.6515	11:00	13:00
98	2	116.356651 	40.013200 	0.1095	1.0035	09:00	12:00
99	2	116.563261 	39.920876 	0.0108	0.0178	11:30	13:30
100	2	116.214988 	39.948538 	0.21378	0.3854	10:00	11:00
101	2	116.448991 	39.850945 	0.2382	2.0293	09:00	12:00
102	2	116.531400 	39.973654 	0.01808	0.1625	09:00	12:00
103	2	116.386866 	40.078037 	0.08408	0.262	09:00	10:00
104	2	116.321216 	39.967611 	0.12216	0.3263	13:00	15:30
105	2	116.306184 	40.047660 	0.192	0.3069	11:00	13:30
106	2	116.449153 	39.858797 	0.152195	0.267	11:30	13:00
107	2	116.409031 	39.786938 	0.323375	0.6364	11:00	13:30
108	2	116.326604 	39.972781 	0.15122	0.3452	13:30	14:00
109	2	116.188969 	39.807586 	0.162891	0.4848	09:00	10:00
110	2	116.117569 	40.007862 	0.1888	0.3324	13:00	15:00
111	2	116.223639 	40.034059 	0.48152	2.6539	09:00	10:00
112	2	116.474950 	40.037350 	0.171	0.297	13:30	14:30
113	2	116.569280 	39.931223 	0.075175	0.4547	09:00	10:00
114	2	116.457241 	39.847345 	0.02764	0.2584	13:30	15:30
115	2	116.220996 	39.990716 	0.03	0.1	09:30	10:30
116	2	116.159234 	39.738324 	0.22925	0.3858	13:00	14:00
117	2	116.228605 	39.978168 	0.15	0.2468	09:30	12:00
118	2	116.337225 	39.877453 	0.19877	0.2965	11:30	13:30
119	2	116.291847 	39.872359 	0.206584	0.3716	13:00	15:00
120	2	116.171722 	39.890943 	0.519	0.9165	09:00	10:00
121	2	116.201915 	40.035121 	0.24687	0.5859	11:30	13:30
122	2	116.461945 	40.073790 	0.159775	0.2796	11:00	13:00
123	2	116.539929 	40.146034 	0.1733	0.667	09:00	11:00
124	2	116.564140 	39.847946 	0.11544	0.2098	13:00	14:00
125	2	116.459545 	39.921702 	0.179128	0.3172	13:30	15:30
126	2	116.357121 	39.913639 	0.126505	0.1876	09:30	11:00
127	2	116.250829 	39.891280 	0.02526	0.0365	13:00	14:30
128	2	116.415944 	39.781238 	0.402725	0.7621	09:30	11:00
129	2	116.261993 	39.997247 	0.153	0.2595	09:00	11:00
130	2	116.547290 	39.958433 	0.240858	0.4389	13:30	14:00
131	2	116.152640 	39.723152 	0.161815	0.2787	09:30	10:30
132	2	116.323423 	40.170217 	0.21457	0.5964	09:00	11:00
133	2	116.411282 	39.842317 	0.167288	0.2766	11:00	12:00
134	2	116.271985 	39.753773 	0.17466	0.3058	09:00	12:00
135	2	116.445107 	39.951336 	0.297287	0.6575	13:30	15:00
136	2	116.423576 	39.903787 	0.151035	0.2572	13:00	14:30
137	2	116.108802 	39.759928 	0.189045	0.3066	09:30	10:30
138	2	116.125634 	39.986830 	0.01293	0.0264	13:00	15:00
139	2	116.113572 	39.968266 	0.19312	0.3998	13:00	14:30
140	2	116.271488 	39.722942 	0.1269	0.1846	11:30	13:30
141	2	116.545613 	39.797444 	0.06055	0.0901	13:30	15:30
142	2	116.237362 	39.846856 	0.025664	0.0388	09:30	11:00
143	2	116.270554 	40.137197 	0.0124	0.1241	09:30	10:30
144	2	116.588135 	40.091385 	0.04136	0.0802	09:30	12:00
145	2	116.333156 	39.926811 	0.010096	0.0753	10:00	12:00
146	2	116.282925 	39.983000 	0.023852	0.0299	13:30	15:30
147	2	116.292539 	40.142344 	0.02246	0.0341	09:30	12:00
148	2	116.595043 	39.858413 	0.01806	0.0217	13:30	15:00
149	2	116.264476 	39.841778 	0.228415	0.4465	09:00	10:00
150	2	116.547252 	40.006272 	0.0236	0.032	11:00	13:30
151	2	116.344626 	39.841846 	0.03	0.1	11:30	13:30
152	2	116.106510 	39.741480 	0.5072	0.9	13:30	14:00
153	2	116.669333 	39.878629 	0.828	6.4765	09:00	10:00
154	2	116.614819 	39.832807 	1.61	12.5932	11:00	13:00
155	2	116.133534 	39.847645 	0.348	0.54	11:30	13:30
156	2	116.563884 	40.137329 	0.023275	0.0213	10:00	12:00
157	2	116.319676 	39.825279 	0.091	0.1753	09:00	12:00
158	2	116.513737 	39.882734 	0.01175	0.0454	10:00	11:00
159	2	116.280671 	40.033927 	0.072	0.6306	10:00	12:00
160	2	116.286044 	39.792462 	0.01758	0.0389	11:00	13:30
161	2	116.545729 	39.748147 	0.0672	0.1128	13:00	14:00
162	2	116.380648 	40.138807 	0.18	0.342	11:00	13:30
163	2	116.604035 	39.947453 	0.048	0.1	13:30	14:00
164	2	116.489951 	39.801779 	0.02024	0.0416	11:30	13:30
165	2	116.179888 	39.804007 	0.333	2.7443	13:30	14:30
166	2	116.383045 	39.868481 	0.123	0.9418	13:30	15:00
167	2	116.402895 	39.925429 	0.0615	0.5417	09:00	10:00
168	2	116.701603 	39.957279 	0.06825	0.5631	11:00	13:30
169	2	116.232790 	39.991372 	0.0288	0.0954	13:30	14:30
170	2	116.502534 	39.807146 	0.0105	0.0346	11:00	12:00
171	2	116.486529 	39.860022 	0.0156	0.0468	13:00	14:00
172	2	116.457159 	39.991150 	0.13905	1.2367	11:30	13:00
173	2	116.617322 	40.031218 	0.0136	0.0322	11:30	13:00
174	2	116.340379 	40.136697 	0.1177	1.2672	09:00	11:00
175	2	116.276518 	39.738767 	0.08312	1.4199	09:30	12:00
176	2	116.128998 	39.838966 	0.01485	0.0825	11:00	13:00
177	2	116.301396 	39.753760 	0.033	0.048	11:00	13:00
178	2	116.351089 	39.753501 	0.03964	0.0719	13:00	15:30
179	2	116.157360 	40.136642 	0.021202	0.1225	09:30	11:00
180	2	116.537014 	39.788280 	0.111481	0.1628	11:30	13:30
181	2	116.455062 	39.925008 	0.03672	0.1398	13:00	14:00
182	2	116.670310 	40.010024 	0.023268	0.0468	13:30	14:30
183	2	116.279374 	39.781054 	0.01014	0.0164	11:30	13:30
184	2	116.231026 	39.914807 	1.75794	2.7668	09:00	10:00
185	2	116.202960 	40.095300 	0.584525	1.0338	09:00	10:00
186	2	116.491817 	39.962652 	0.03504	0.0652	11:00	12:00
187	2	116.253201 	39.886712 	0.0172	0.058	11:00	13:00
188	2	116.342915 	39.740892 	0.148144	0.2932	09:00	11:00
189	2	116.501923 	39.740659 	0.181	0.2962	09:00	12:00
190	2	116.532870 	40.069425 	0.188367	0.3042	09:30	12:00
191	2	116.458168 	39.911881 	0.04744	0.1732	13:30	15:30
192	2	116.194315 	40.087405 	0.04224	0.08	11:00	13:00
193	2	116.608266 	39.998630 	0.01271	0.0743	11:00	12:00
194	2	116.199792 	39.915416 	0.01236	0.0427	09:00	10:00
195	2	116.450509 	40.060669 	0.0263	0.03	13:30	14:00
196	2	116.141859 	39.743783 	0.15628	0.2758	09:00	11:00
197	2	116.140398 	39.949424 	0.22089	0.3692	10:00	12:00
198	2	116.288791 	39.964501 	0.427	0.6553	09:30	10:30
199	2	116.341103 	39.824756 	0.159465	0.3018	10:00	12:00
200	2	116.420658 	39.883359 	0.135615	0.2547	13:30	15:00
201	2	116.376096 	40.023377 	0.017	0.0774	13:00	15:30
202	2	116.321557 	39.924486 	0.19925	0.3131	13:30	14:00
203	2	116.200707 	39.998889 	0.15138	0.3166	09:00	10:00
204	2	116.494361 	39.918541 	0.458324	0.7963	11:00	13:30
205	2	116.458756 	39.831774 	0.169731	0.3162	13:00	15:00
206	2	116.230417 	40.018260 	0.27	0.9	11:00	13:30
207	2	116.673236 	39.943886 	0.141515	0.3067	10:00	12:00
208	2	116.350636 	39.720100 	0.172	0.2543	13:00	15:00
209	2	116.303631 	40.025272 	0.233098	0.4424	13:30	14:00
210	2	116.281223 	39.972734 	0.167725	0.2567	11:00	12:00
211	2	116.449731 	39.975431 	0.0104	0.0271	13:00	14:30
212	2	116.686198 	39.889735 	0.01324	0.0423	13:30	15:30
213	2	116.236167 	40.069469 	0.233843	0.4788	10:00	12:00
214	2	116.349537 	39.918517 	0.154315	0.2805	11:30	13:00
215	2	116.396422 	40.128545 	0.08	0.165	09:30	10:30
216	2	116.459559 	39.732760 	0.248	0.514	11:30	13:30
217	2	116.433662 	39.868269 	0.116	0.24	11:00	13:30
218	2	116.272780 	39.742739 	0.3484	0.7428	11:30	13:00
219	2	116.109967 	39.966025 	0.3084	0.4753	13:30	14:30
220	2	116.553987 	39.804168 	0.42552	0.7946	09:00	10:00
221	2	116.627601 	40.045276 	0.53058	1.1845	13:30	14:00
222	2	116.208310 	39.873674 	0.35206	0.5677	13:00	15:00
223	2	116.393141 	39.880550 	0.25584	0.4341	13:30	15:00
224	2	116.301273 	39.969418 	0.63314	0.901	09:00	10:00
225	2	116.194737 	40.010094 	0.2902	0.4687	10:00	12:00
226	2	116.334688 	39.848670 	0.2869	0.478	11:00	12:00
227	2	116.233105 	39.990631 	0.98664	1.5177	09:00	11:00
228	2	116.308388 	40.070061 	0.07752	0.2258	11:30	13:00
229	2	116.528153 	39.847281 	0.90402	1.4757	13:00	15:00
230	2	116.576860 	39.814734 	0.11838	0.2677	13:30	15:00
231	2	116.169455 	40.039452 	0.44918	0.8249	13:30	15:00
232	2	116.685248 	39.876275 	0.09202	0.2043	11:00	13:00
233	2	116.275574 	39.790072 	0.22008	0.3728	09:00	12:00
234	2	116.171899 	40.024118 	0.2695	0.6045	09:00	10:00
235	2	116.217189 	40.143608 	0.249	0.4469	13:00	15:30
236	2	116.321507 	39.971150 	0.53744	0.8847	11:30	13:30
237	2	116.503462 	39.883935 	1.52578	2.309	09:00	12:00
238	2	116.286780 	39.964148 	0.68506	1.0887	09:30	11:00
239	2	116.169560 	40.047796 	0.45786	0.6916	09:30	12:00
240	2	116.226456 	39.724806 	1.2838	2.3358	10:00	11:00
241	2	116.190242 	39.943763 	0.0284	0.0898	13:00	15:00
242	2	116.280570 	39.988893 	1.13966	1.7748	13:30	15:30
243	2	116.173297 	39.861740 	0.83622	1.2372	09:00	10:00
244	2	116.372827 	40.087853 	0.34886	0.6614	09:00	11:00
245	2	116.570638 	40.089837 	0.31402	0.4957	11:00	13:30
246	2	116.394236 	39.853967 	1.02788	1.5884	11:00	13:30
247	2	116.569061 	40.066667 	1.14354	1.8357	09:30	11:00
248	2	116.564062 	39.883643 	0.56518	0.9934	13:30	14:00
249	2	116.166631 	39.710201 	0.58736	0.9466	10:00	11:00
250	2	116.498488 	39.852853 	0.12896	0.2394	09:00	11:00
251	2	116.424500 	39.976614 	0.13083	1.45	09:30	10:30
252	2	116.201517 	39.933705 	0.2028	0.3875	13:00	15:00
253	2	116.478894 	40.101591 	1.1096	7.4506	11:00	12:00
254	2	116.522401 	39.796203 	0.200762	0.3948	09:30	12:00
255	2	116.520156 	39.944703 	0.33028	0.5786	11:30	13:30
256	2	116.432181 	40.124988 	0.4413	0.736	09:30	10:30
257	2	116.494821 	39.790006 	0.64066	1.1978	13:00	15:00
258	2	116.224054 	40.030830 	0.99912	1.6142	09:30	11:00
259	2	116.450219 	39.914066 	0.37852	0.9054	13:00	15:00
260	2	116.111895 	39.968443 	0.30788	0.6175	13:30	14:30
261	2	116.327260 	40.101791 	0.27358	0.5589	09:00	10:00
262	2	116.257217 	40.083788 	0.60722	0.953	10:00	11:00
263	2	116.467444 	40.108075 	0.01358	0.0584	11:30	13:00
264	2	116.542583 	39.902679 	0.42836	0.6541	11:00	13:30
265	2	116.334418 	39.912875 	0.04638	0.1238	13:00	15:30
266	2	116.386836 	39.852653 	0.1014	0.3298	09:30	11:00
267	2	116.141243 	39.858155 	0.94838	1.4799	11:00	13:00
268	2	116.148148 	39.864064 	1.22922	2.2785	11:00	12:00
269	2	116.656018 	39.875720 	0.14754	0.2168	13:30	15:00
270	2	116.184317 	40.045308 	1.05882	1.7261	13:30	14:00
271	2	116.587701 	40.089340 	0.24104	0.3442	10:00	11:00
272	2	116.414761 	39.950050 	1.6399	2.307	09:00	12:00
273	2	116.482775 	39.970999 	0.14396	0.2614	09:30	11:00
274	2	116.203325 	40.155185 	0.30226	0.6249	13:30	15:00
275	2	116.372427 	39.861986 	0.04428	0.0736	11:00	12:00
276	2	116.506005 	39.898940 	0.53208	0.7957	13:30	15:30
277	2	116.522841 	40.119735 	0.46222	0.844	09:30	10:30
278	2	116.318058 	40.138920 	0.79668	1.3288	11:30	13:30
279	2	116.569244 	39.939792 	0.01008	0.0155	11:30	13:00
280	2	116.205596 	39.989561 	0.71386	1.2858	13:30	14:00
281	2	116.520325 	39.780365 	0.03248	0.0534	10:00	11:00
282	2	116.360808 	39.901138 	0.18336	0.3324	10:00	11:00
283	2	116.614752 	39.843468 	0.14778	0.4309	13:00	14:00
284	2	116.510263 	39.858338 	0.14376	0.318	11:00	12:00
285	2	116.243134 	40.036374 	0.48698	0.6686	11:30	13:00
286	2	116.179251 	39.943781 	0.13476	0.3356	11:00	13:00
287	2	116.263650 	39.731654 	1.5402	2.5964	13:30	15:30
288	2	116.561699 	39.780615 	1.40492	2.1777	09:30	10:30
289	2	116.444973 	39.955583 	0.4605	1.0361	13:00	15:00
290	2	116.350165 	39.839760 	1.6181	2.3341	11:00	13:30
291	2	116.432315 	39.811975 	0.62568	1.2917	09:30	10:30
292	2	116.386777 	39.722720 	0.53138	0.9201	11:30	13:30
293	2	116.604903 	39.911583 	0.32386	0.6175	13:00	15:30
294	2	116.379448 	39.933069 	0.23034	0.3384	09:30	10:30
295	2	116.406672 	40.128159 	0.37158	0.8335	13:30	15:30
296	2	116.336976 	39.923290 	1.95406	3.4996	10:00	12:00
297	2	116.442965 	40.109379 	0.19754	0.3674	13:30	14:00
298	2	116.395487 	39.957228 	0.25872	0.4925	13:00	15:30
299	2	116.240758 	39.972970 	0.02958	0.0828	13:30	14:30
300	2	116.140080 	40.047929 	0.24096	0.5065	11:00	13:30
301	2	116.264288 	39.883128 	0.39898	0.6086	13:00	14:30
302	2	116.100449 	39.969106 	0.026	0.0841	09:00	11:00
303	2	116.358717 	40.008133 	0.27638	0.4391	10:00	12:00
304	2	116.462930 	39.826986 	0.27382	0.4159	13:00	14:30
305	2	116.124720 	39.801855 	0.17436	0.3032	13:30	15:00
306	2	116.357206 	40.149340 	0.62094	1.0421	10:00	12:00
307	2	116.573877 	39.796889 	0.34668	0.881	13:00	15:00
308	2	116.318196 	40.038274 	0.1748	0.3024	11:00	13:30
309	2	116.416655 	39.947643 	0.87262	1.7074	13:00	15:30
310	2	116.360149 	39.866541 	0.21432	0.3194	09:30	12:00
311	2	116.290497 	39.752943 	0.99816	1.8708	13:30	15:00
312	2	116.129845 	39.962959 	0.51986	0.984	09:30	10:30
313	2	116.396285 	39.963275 	0.83118	1.4532	09:00	10:00
314	2	116.473090 	39.925812 	0.37924	0.8145	13:00	15:00
315	2	116.251977 	40.109119 	0.21758	0.5999	13:00	15:00
316	2	116.121159 	39.833541 	0.42048	0.7029	09:30	12:00
317	2	116.116622 	39.768904 	1.54626	2.204	13:00	15:00
318	2	116.378707 	39.985570 	0.36462	0.6038	11:30	13:00
319	2	116.512383 	39.809213 	0.49926	0.7679	11:30	13:30
320	2	116.233156 	39.892297 	0.3786	0.688	09:30	11:00
321	2	116.282821 	39.787430 	0.53764	0.7184	11:00	12:00
322	2	116.136891 	39.708096 	0.02826	0.0997	13:30	14:30
323	2	116.347205 	39.743840 	0.1473	0.2267	13:00	15:30
324	2	116.335002 	39.810205 	0.1169	0.217	11:00	13:00
325	2	116.127158 	39.833318 	0.55948	1.0563	11:00	13:30
326	2	116.107184 	39.758503 	0.37158	0.6483	11:00	13:30
327	2	116.531707 	40.105260 	0.0888	0.1275	09:00	12:00
328	2	116.401347 	39.896611 	0.24374	0.3902	10:00	11:00
329	2	116.677785 	39.955230 	0.34806	0.622	09:30	11:00
330	2	116.332965 	39.727835 	0.51346	0.8333	13:30	14:00
331	2	116.131654 	39.746487 	0.06186	0.3615	11:30	13:30
332	2	116.267064 	39.853043 	0.29114	0.4485	09:00	11:00
333	2	116.149070 	39.881029 	0.18166	0.3318	11:30	13:00
334	2	116.403574 	39.925311 	0.2958	0.5314	09:00	11:00
335	2	116.610002 	39.924097 	0.15204	0.3588	11:00	12:00
336	2	116.568430 	39.983951 	0.93352	1.6593	09:30	11:00
337	2	116.163967 	40.057923 	0.76428	1.2053	11:00	13:30
338	2	116.497680 	39.878714 	0.09196	0.2093	10:00	12:00
339	2	116.179538 	39.742354 	0.81876	1.2827	13:00	15:30
340	2	116.322154 	39.770278 	0.55592	0.8878	09:30	10:30
341	2	116.332363 	39.881554 	0.49298	0.7858	09:30	11:00
342	2	116.612980 	40.043302 	0.06304	0.1729	13:00	15:30
343	2	116.243233 	40.039328 	0.73346	1.4748	09:00	12:00
344	2	116.346736 	40.093102 	0.27962	0.5189	13:00	14:00
345	2	116.435224 	39.885708 	0.38512	0.6209	13:00	15:00
346	2	116.354453 	39.975306 	0.18146	0.588	13:30	15:30
347	2	116.198090 	39.993186 	0.02882	0.0973	09:00	11:00
348	2	116.182940 	39.825713 	0.45782	0.7366	11:30	13:00
349	2	116.599232 	39.938823 	1.4378	2.7187	10:00	12:00
350	2	116.255475 	40.065709 	0.61244	1.1503	11:00	13:30
351	2	116.556186 	39.978444 	1.21386	2.0523	11:00	12:00
352	2	116.485205 	39.826802 	0.01514	0.0535	13:30	14:00
353	2	116.341987 	40.080109 	0.92498	1.4561	11:00	13:00
354	2	116.604205 	39.762220 	0.26328	0.4148	11:00	12:00
355	2	116.347641 	40.132115 	0.08524	0.1432	10:00	11:00
356	2	116.530735 	39.870139 	0.06646	0.1037	13:30	15:00
357	2	116.538171 	40.138911 	0.42252	0.7675	10:00	11:00
358	2	116.184338 	40.013810 	1.13288	1.8114	10:00	12:00
359	2	116.221040 	40.155860 	1.7347	2.888	13:00	14:00
360	2	116.404202 	39.871644 	0.09974	0.1793	13:00	15:00
361	2	116.366556 	40.087393 	0.61094	1.0467	11:00	13:00
362	2	116.329896 	39.992886 	0.23654	0.405	13:30	14:00
363	2	116.158608 	39.988892 	0.03468	0.1495	11:00	13:30
364	2	116.350852 	39.946864 	0.56804	1.0137	09:30	10:30
365	2	116.662108 	40.002566 	1.31804	2.1146	11:30	13:00
366	2	116.429806 	39.940008 	0.63722	1.0845	10:00	11:00
367	2	116.301115 	39.875276 	0.21466	0.3682	13:30	14:00
368	2	116.498260 	40.137772 	0.55876	0.956	09:00	10:00
369	2	116.585622 	39.989420 	0.3671	0.7404	09:30	11:00
370	2	116.401228 	40.041078 	0.14268	0.2194	09:30	11:00
371	2	116.178918 	40.097005 	0.70432	1.3673	13:30	15:30
372	2	116.249247 	39.915973 	0.47982	0.8208	13:30	14:30
373	2	116.121724 	39.757274 	0.44456	0.6963	13:00	14:30
374	2	116.180627 	39.734351 	0.68612	1.1114	09:00	10:00
375	2	116.163499 	39.990753 	0.18542	0.3804	13:00	15:30
376	2	116.277793 	39.719803 	0.63878	1.0059	11:00	13:30
377	2	116.142652 	39.753464 	0.37128	0.5801	11:00	12:00
378	2	116.210488 	39.989959 	0.34188	0.5727	13:00	14:30
379	2	116.297788 	40.031478 	0.23382	0.4613	10:00	11:00
380	2	116.477389 	39.839907 	0.62932	1.092	11:30	13:30
381	2	116.539166 	40.133488 	0.1174	0.2353	13:30	14:00
382	2	116.333464 	39.973820 	0.3542	0.5429	13:30	14:00
383	2	116.665203 	39.995020 	0.2205	0.4668	13:00	15:00
384	2	116.351384 	39.967956 	0.43428	0.7279	09:30	10:30
385	2	116.498053 	40.062180 	0.02496	0.03	10:00	11:00
386	2	116.331332 	40.048593 	0.02736	0.1189	13:30	15:00
387	2	116.181902 	39.827877 	0.9337	1.7232	09:30	12:00
388	2	116.256907 	40.110497 	0.05242	0.1159	09:00	12:00
389	2	116.661169 	39.863133 	0.0857	0.1784	09:30	12:00
390	2	116.180245 	40.057366 	0.3879	0.7503	09:00	12:00
391	2	116.459881 	39.794027 	0.68066	1.3043	11:30	13:30
392	2	116.472521 	39.933929 	0.19272	0.4081	10:00	12:00
393	2	116.276368 	39.840244 	0.16038	0.4503	11:00	13:00
394	2	116.690441 	39.899387 	0.08048	0.2328	09:00	10:00
395	2	116.222988 	40.101678 	0.45934	0.7387	13:30	15:30
396	2	116.381361 	39.891943 	0.11216	0.2803	11:30	13:00
397	2	116.677244 	39.886203 	0.30934	0.4815	13:00	15:00
398	2	116.349837 	39.748804 	0.12544	0.2661	13:30	14:30
399	2	116.395280 	39.867675 	0.1464	0.2272	10:00	12:00
400	2	116.490913 	39.843332 	0.19098	0.3131	09:30	12:00
401	2	116.534760 	39.842326 	0.08352	0.1354	13:00	15:00
402	2	116.433216 	40.035669 	0.01	0.0182	09:30	12:00
403	2	116.150803 	39.953491 	0.2513	0.4956	09:30	10:30
404	2	116.562184 	40.038596 	0.93376	1.4915	09:30	11:00
405	2	116.175248 	40.036376 	0.2535	0.4641	09:00	12:00
406	2	116.316341 	39.932548 	0.20894	0.34	13:00	14:00
407	2	116.649155 	40.060933 	0.02224	0.0584	10:00	11:00
408	2	116.549104 	39.821780 	0.29046	0.4789	09:30	11:00
409	2	116.353150 	39.963799 	0.14242	0.2079	09:30	10:30
410	2	116.346428 	39.845952 	0.14204	0.3475	09:00	12:00
411	2	116.559054 	40.021143 	0.4531	0.8275	10:00	11:00
